text,cleaning,case_folding,tokenizing,normalisasi,label
"Aselii cuyyy gokil si ni program btr bener"" ber program 🥶",Aselii cuyyy gokil si ni program btr bener ber program,aselii cuyyy gokil si ni program btr bener ber program,"['aselii', 'cuyyy', 'gokil', 'si', 'ni', 'program', 'btr', 'bener', 'ber', 'program']","['aselii', 'cuyyy', 'gokil', 'si', 'ni', 'program', 'btr', 'bener', 'ber', 'program']",Non-Toxic
​ @ROMANUSfaunus btr biasanya ngegas dreguler season tpi season ini hampir g lolos play off tp menggila di play off,btr biasanya ngegas dreguler season tpi season ini hampir g lolos play off tp menggila di play off,btr biasanya ngegas dreguler season tpi season ini hampir g lolos play off tp menggila di play off,"['btr', 'biasanya', 'ngegas', 'dreguler', 'season', 'tpi', 'season', 'ini', 'hampir', 'g', 'lolos', 'play', 'off', 'tp', 'menggila', 'di', 'play', 'off']","['btr', 'biasanya', 'ngegas', 'dreguler', 'season', 'tapi', 'season', 'ini', 'hampir', 'g', 'lolos', 'play', 'off', 'tapi', 'menggila', 'di', 'play', 'off']",Non-Toxic
"Nyangka aja onic kalah,HERTOD EFFECT+ROBBY
emg ayam aj onic",Nyangka aja onic kalahHERTOD EFFECTROBBY emg ayam aj onic,nyangka aja onic kalahhertod effectrobby emg ayam aj onic,"['nyangka', 'aja', 'onic', 'kalahhertod', 'effectrobby', 'emg', 'ayam', 'aj', 'onic']","['nyangka', 'saja', 'onic', 'kalahhertod', 'effectrobby', 'emg', 'ayam', 'saja', 'onic']",Non-Toxic
Provokator pakai ngatain onic ayam respect lah sama tim lain,Provokator pakai ngatain onic ayam respect lah sama tim lain,provokator pakai ngatain onic ayam respect lah sama tim lain,"['provokator', 'pakai', 'ngatain', 'onic', 'ayam', 'respect', 'lah', 'sama', 'tim', 'lain']","['provokator', 'pakai', 'ngatain', 'onic', 'ayam', 'respect', 'lah', 'sama', 'tim', 'lain']",Non-Toxic
​ @WaDaeengg baru juara sekali dh ngatain ayam,baru juara sekali dh ngatain ayam,baru juara sekali dh ngatain ayam,"['baru', 'juara', 'sekali', 'dh', 'ngatain', 'ayam']","['baru', 'juara', 'sekali', 'dh', 'ngatain', 'ayam']",Non-Toxic
​ @WaDaeengg provokator lu wooo jgan diajak,provokator lu wooo jgan diajak,provokator lu wooo jgan diajak,"['provokator', 'lu', 'wooo', 'jgan', 'diajak']","['provokator', 'lu', 'wooo', 'jgan', 'diajak']",Non-Toxic
Ler tolongin ler,Ler tolongin ler,ler tolongin ler,"['ler', 'tolongin', 'ler']","['ler', 'tolongin', 'ler']",Non-Toxic
"Akhirnya onic kalah juga. Bosen banget mereka mulu yang menang. Ditambah ada kelra pula, udah sekuat itu onic tetep bisa kalah artinya makin kuat tim2 indo kedepannya",Akhirnya onic kalah juga Bosen banget mereka mulu yang menang Ditambah ada kelra pula udah sekuat itu onic tetep bisa kalah artinya makin kuat tim indo kedepannya,akhirnya onic kalah juga bosen banget mereka mulu yang menang ditambah ada kelra pula udah sekuat itu onic tetep bisa kalah artinya makin kuat tim indo kedepannya,"['akhirnya', 'onic', 'kalah', 'juga', 'bosen', 'banget', 'mereka', 'mulu', 'yang', 'menang', 'ditambah', 'ada', 'kelra', 'pula', 'udah', 'sekuat', 'itu', 'onic', 'tetep', 'bisa', 'kalah', 'artinya', 'makin', 'kuat', 'tim', 'indo', 'kedepannya']","['akhirnya', 'onic', 'kalah', 'juga', 'bosen', 'banget', 'mereka', 'mulu', 'yang', 'menang', 'ditambah', 'ada', 'kelra', 'pula', 'udah', 'sekuat', 'itu', 'onic', 'tetep', 'bisa', 'kalah', 'artinya', 'makin', 'kuat', 'tim', 'indo', 'kedepannya']",Non-Toxic
Gw sebagai fans Sonic juga bosen ngelihatnya,Gw sebagai fans Sonic juga bosen ngelihatnya,gw sebagai fans sonic juga bosen ngelihatnya,"['gw', 'sebagai', 'fans', 'sonic', 'juga', 'bosen', 'ngelihatnya']","['gue', 'sebagai', 'fans', 'sonic', 'juga', 'bosen', 'ngelihatnya']",Non-Toxic
​ @hilmi-jp5wn kalo misal onic kalah berkali² nanti jdi lu bilang bosal lgi kahM😂,jpwn kalo misal onic kalah berkali nanti jdi lu bilang bosal lgi kahM,jpwn kalo misal onic kalah berkali nanti jdi lu bilang bosal lgi kahm,"['jpwn', 'kalo', 'misal', 'onic', 'kalah', 'berkali', 'nanti', 'jdi', 'lu', 'bilang', 'bosal', 'lgi', 'kahm']","['jpwn', 'kalau', 'misal', 'onic', 'kalah', 'berkali', 'nanti', 'jdi', 'lu', 'bilang', 'bosal', 'lgi', 'kahm']",Non-Toxic
ga nyangka,ga nyangka,ga nyangka,"['ga', 'nyangka']","['tidak', 'nyangka']",Non-Toxic
Pemecah teori poster juga,Pemecah teori poster juga,pemecah teori poster juga,"['pemecah', 'teori', 'poster', 'juga']","['pemecah', 'teori', 'poster', 'juga']",Non-Toxic
Emang onic jago? Jagoan rrq punya scoc bos senggol dong,Emang onic jago Jagoan rrq punya scoc bos senggol dong,emang onic jago jagoan rrq punya scoc bos senggol dong,"['emang', 'onic', 'jago', 'jagoan', 'rrq', 'punya', 'scoc', 'bos', 'senggol', 'dong']","['emang', 'onic', 'jago', 'jagoan', 'rrq', 'punya', 'scoc', 'bos', 'senggol', 'dong']",Non-Toxic
"This is competition, and btr your strong in the grand final
Congratulation the new kingfinix BTR BY VITALITY",This is competition and btr your strong in the grand final Congratulation the new kingfinix BTR BY VITALITY,this is competition and btr your strong in the grand final congratulation the new kingfinix btr by vitality,"['this', 'is', 'competition', 'and', 'btr', 'your', 'strong', 'in', 'the', 'grand', 'final', 'congratulation', 'the', 'new', 'kingfinix', 'btr', 'by', 'vitality']","['this', 'is', 'competition', 'and', 'btr', 'your', 'strong', 'in', 'the', 'grand', 'final', 'congratulation', 'the', 'new', 'kingfinix', 'btr', 'by', 'vitality']",Non-Toxic
4-1,,,[],[],Non-Toxic
HERTOD efek cuy wkwkwk,HERTOD efek cuy wkwkwk,hertod efek cuy wkwkwk,"['hertod', 'efek', 'cuy', 'wkwkwk']","['hertod', 'efek', 'cuy', 'wkwkwk']",Non-Toxic
Horeeee🎉🎉🎉,Horeeee,horeeee,['horeeee'],['horeeee'],Non-Toxic
Moga mereka bisa melakukan yang terbaik di ewc nanti,Moga mereka bisa melakukan yang terbaik di ewc nanti,moga mereka bisa melakukan yang terbaik di ewc nanti,"['moga', 'mereka', 'bisa', 'melakukan', 'yang', 'terbaik', 'di', 'ewc', 'nanti']","['semoga', 'mereka', 'bisa', 'melakukan', 'yang', 'terbaik', 'di', 'ewc', 'nanti']",Non-Toxic
"kekalahan ONIC untuk evaluasi nantinya di EWC,,dan kemenangan BTR untuk meningkatkan kepercayaan diri serta mentalitas juara di event internasional...",kekalahan ONIC untuk evaluasi nantinya di EWCdan kemenangan BTR untuk meningkatkan kepercayaan diri serta mentalitas juara di event internasional,kekalahan onic untuk evaluasi nantinya di ewcdan kemenangan btr untuk meningkatkan kepercayaan diri serta mentalitas juara di event internasional,"['kekalahan', 'onic', 'untuk', 'evaluasi', 'nantinya', 'di', 'ewcdan', 'kemenangan', 'btr', 'untuk', 'meningkatkan', 'kepercayaan', 'diri', 'serta', 'mentalitas', 'juara', 'di', 'event', 'internasional']","['kekalahan', 'onic', 'untuk', 'evaluasi', 'nantinya', 'di', 'ewcdan', 'kemenangan', 'btr', 'untuk', 'meningkatkan', 'kepercayaan', 'diri', 'serta', 'mentalitas', 'juara', 'di', 'event', 'internasional']",Non-Toxic
Gitu dong onic di turnamen inter aja ga hebat2 amt msa tim diindo mpe kesusahan nglahinya,Gitu dong onic di turnamen inter aja ga hebat amt msa tim diindo mpe kesusahan nglahinya,gitu dong onic di turnamen inter aja ga hebat amt msa tim diindo mpe kesusahan nglahinya,"['gitu', 'dong', 'onic', 'di', 'turnamen', 'inter', 'aja', 'ga', 'hebat', 'amt', 'msa', 'tim', 'diindo', 'mpe', 'kesusahan', 'nglahinya']","['gitu', 'dong', 'onic', 'di', 'turnamen', 'inter', 'saja', 'tidak', 'hebat', 'amt', 'msa', 'tim', 'diindo', 'mpe', 'kesusahan', 'nglahinya']",Non-Toxic
"Tim indo nih, setiap Mpl ganjil, ada aja 1 tim yang prime nya kuat bat ya, semoga BTR bisa perform terus sampe EWC",Tim indo nih setiap Mpl ganjil ada aja tim yang prime nya kuat bat ya semoga BTR bisa perform terus sampe EWC,tim indo nih setiap mpl ganjil ada aja tim yang prime nya kuat bat ya semoga btr bisa perform terus sampe ewc,"['tim', 'indo', 'nih', 'setiap', 'mpl', 'ganjil', 'ada', 'aja', 'tim', 'yang', 'prime', 'nya', 'kuat', 'bat', 'ya', 'semoga', 'btr', 'bisa', 'perform', 'terus', 'sampe', 'ewc']","['tim', 'indo', 'nih', 'setiap', 'mpl', 'ganjil', 'ada', 'saja', 'tim', 'yang', 'prime', 'nya', 'kuat', 'bat', 'ya', 'semoga', 'btr', 'bisa', 'perform', 'terus', 'sampe', 'ewc']",Non-Toxic
masalah sebenarnya btr dulu ternyata ada di khezcut dan super²an itu🤣,masalah sebenarnya btr dulu ternyata ada di khezcut dan superan itu,masalah sebenarnya btr dulu ternyata ada di khezcut dan superan itu,"['masalah', 'sebenarnya', 'btr', 'dulu', 'ternyata', 'ada', 'di', 'khezcut', 'dan', 'superan', 'itu']","['masalah', 'sebenarnya', 'btr', 'dulu', 'ternyata', 'ada', 'di', 'khezcut', 'dan', 'superan', 'itu']",Non-Toxic
"Udah pakai 3 orang PH juga kalah 😂😂😂 landak sampah ampassssss

Selamat BTR buat juara barunya 🎉🎉🎉",Udah pakai orang PH juga kalah landak sampah ampassssss Selamat BTR buat juara barunya,udah pakai orang ph juga kalah landak sampah ampassssss selamat btr buat juara barunya,"['udah', 'pakai', 'orang', 'ph', 'juga', 'kalah', 'landak', 'sampah', 'ampassssss', 'selamat', 'btr', 'buat', 'juara', 'barunya']","['udah', 'pakai', 'orang', 'ph', 'juga', 'kalah', 'landak', 'sampah', 'ampassssss', 'selamat', 'btr', 'buat', 'juara', 'barunya']",Toxic
"""tetap stay"" 🤭😹",tetap stay,tetap stay,"['tetap', 'stay']","['tetap', 'stay']",Non-Toxic
​ @IlhamWiryawanSaputra  lu napa bre? Mau nyari kesalahan yang g ada?🤭,lu napa bre Mau nyari kesalahan yang g ada,lu napa bre mau nyari kesalahan yang g ada,"['lu', 'napa', 'bre', 'mau', 'nyari', 'kesalahan', 'yang', 'g', 'ada']","['lu', 'napa', 'bre', 'mau', 'nyari', 'kesalahan', 'yang', 'g', 'ada']",Non-Toxic
Salut kenapa?? Orang duitnya bnyak di INDO. LOL,Salut kenapa Orang duitnya bnyak di INDO LOL,salut kenapa orang duitnya bnyak di indo lol,"['salut', 'kenapa', 'orang', 'duitnya', 'bnyak', 'di', 'indo', 'lol']","['salut', 'kenapa', 'orang', 'duitnya', 'bnyak', 'di', 'indo', 'lol']",Non-Toxic
​ @CowokIdamanKamu  APASIH LU DATENG DATENG MARAH MARAH BISA AJA EMMAN KE TEAM INDO LAIN LEBIH CUAN BTR KAN DULU NYA DOWN ABIS MASA GABOLEH SALUT 😹,APASIH LU DATENG DATENG MARAH MARAH BISA AJA EMMAN KE TEAM INDO LAIN LEBIH CUAN BTR KAN DULU NYA DOWN ABIS MASA GABOLEH SALUT,apasih lu dateng dateng marah marah bisa aja emman ke team indo lain lebih cuan btr kan dulu nya down abis masa gaboleh salut,"['apasih', 'lu', 'dateng', 'dateng', 'marah', 'marah', 'bisa', 'aja', 'emman', 'ke', 'team', 'indo', 'lain', 'lebih', 'cuan', 'btr', 'kan', 'dulu', 'nya', 'down', 'abis', 'masa', 'gaboleh', 'salut']","['apasih', 'lu', 'dateng', 'dateng', 'marah', 'marah', 'bisa', 'saja', 'emman', 'ke', 'team', 'indo', 'lain', 'lebih', 'cuan', 'btr', 'kan', 'dulu', 'nya', 'down', 'abis', 'masa', 'gaboleh', 'salut']",Non-Toxic
​ @CowokIdamanKamu maksudnya eman bisa aja dibeli ppqi,maksudnya eman bisa aja dibeli ppqi,maksudnya eman bisa aja dibeli ppqi,"['maksudnya', 'eman', 'bisa', 'aja', 'dibeli', 'ppqi']","['maksudnya', 'eman', 'bisa', 'saja', 'dibeli', 'ppqi']",Non-Toxic
4:03:13😂,,,[],[],Non-Toxic
"nunggu dari jaman branz, akhirnya nyampe puncak juga",nunggu dari jaman branz akhirnya nyampe puncak juga,nunggu dari jaman branz akhirnya nyampe puncak juga,"['nunggu', 'dari', 'jaman', 'branz', 'akhirnya', 'nyampe', 'puncak', 'juga']","['nunggu', 'dari', 'jaman', 'branz', 'akhirnya', 'nyampe', 'puncak', 'juga']",Non-Toxic
Iyaa pliss samaa,Iyaa pliss samaa,iyaa pliss samaa,"['iyaa', 'pliss', 'samaa']","['iyaa', 'pliss', 'samaa']",Non-Toxic
Nnael bring BTR to Champion 🎉😊,Nnael bring BTR to Champion,nnael bring btr to champion,"['nnael', 'bring', 'btr', 'to', 'champion']","['nnael', 'bring', 'btr', 'to', 'champion']",Non-Toxic
Lu aja main sana. Cuman bisa ngomong doang,Lu aja main sana Cuman bisa ngomong doang,lu aja main sana cuman bisa ngomong doang,"['lu', 'aja', 'main', 'sana', 'cuman', 'bisa', 'ngomong', 'doang']","['lu', 'saja', 'main', 'sana', 'cuman', 'bisa', 'ngomong', 'doang']",Non-Toxic
​ @Joyysky0910 emg dia ngejelekin onik? Klo ngejelekin dalam konteks apa?,emg dia ngejelekin onik Klo ngejelekin dalam konteks apa,emg dia ngejelekin onik klo ngejelekin dalam konteks apa,"['emg', 'dia', 'ngejelekin', 'onik', 'klo', 'ngejelekin', 'dalam', 'konteks', 'apa']","['emg', 'dia', 'ngejelekin', 'onik', 'klo', 'ngejelekin', 'dalam', 'konteks', 'apa']",Non-Toxic
​ @Joyysky0910  SDM ditingkatkan cil. Belajar baca lagi. Komen diatas gaada menghina apapun. Ngapai lu marah?,SDM ditingkatkan cil Belajar baca lagi Komen diatas gaada menghina apapun Ngapai lu marah,sdm ditingkatkan cil belajar baca lagi komen diatas gaada menghina apapun ngapai lu marah,"['sdm', 'ditingkatkan', 'cil', 'belajar', 'baca', 'lagi', 'komen', 'diatas', 'gaada', 'menghina', 'apapun', 'ngapai', 'lu', 'marah']","['sdm', 'ditingkatkan', 'cil', 'belajar', 'baca', 'lagi', 'komen', 'diatas', 'gaada', 'menghina', 'apapun', 'ngapai', 'lu', 'marah']",Non-Toxic
"​​ @Joyysky0910  WOOMP WOOMP NANGIS YAAA ONIC KALAHH 😹😹😹😹, Udah rispek aja udh pencapaian banget ini tim² yang jarang dapet grandfinal bisa langsung menang gini",WOOMP WOOMP NANGIS YAAA ONIC KALAHH Udah rispek aja udh pencapaian banget ini tim yang jarang dapet grandfinal bisa langsung menang gini,woomp woomp nangis yaaa onic kalahh udah rispek aja udh pencapaian banget ini tim yang jarang dapet grandfinal bisa langsung menang gini,"['woomp', 'woomp', 'nangis', 'yaaa', 'onic', 'kalahh', 'udah', 'rispek', 'aja', 'udh', 'pencapaian', 'banget', 'ini', 'tim', 'yang', 'jarang', 'dapet', 'grandfinal', 'bisa', 'langsung', 'menang', 'gini']","['woomp', 'woomp', 'nangis', 'yaaa', 'onic', 'kalahh', 'udah', 'rispek', 'saja', 'sudah', 'pencapaian', 'banget', 'ini', 'tim', 'yang', 'jarang', 'dapet', 'grandfinal', 'bisa', 'langsung', 'menang', 'gini']",Non-Toxic
"Btr maju sana ke internasional , juga pasti diayam ayamin jugak 😂😂 sama2 indo apa yg membuat lu berpikir mereka bakal berbeda kocakk 😂😂",Btr maju sana ke internasional juga pasti diayam ayamin jugak sama indo apa yg membuat lu berpikir mereka bakal berbeda kocakk,btr maju sana ke internasional juga pasti diayam ayamin jugak sama indo apa yg membuat lu berpikir mereka bakal berbeda kocakk,"['btr', 'maju', 'sana', 'ke', 'internasional', 'juga', 'pasti', 'diayam', 'ayamin', 'jugak', 'sama', 'indo', 'apa', 'yg', 'membuat', 'lu', 'berpikir', 'mereka', 'bakal', 'berbeda', 'kocakk']","['btr', 'maju', 'sana', 'ke', 'internasional', 'juga', 'pasti', 'diayam', 'ayamin', 'jugak', 'sama', 'indo', 'apa', 'yang', 'membuat', 'lu', 'berpikir', 'mereka', 'bakal', 'berbeda', 'kocakk']",Non-Toxic
" @FuXuan-m4d emang ada perbedaan, lu liat aja onic di lokal emang ganas banget pas s16 tpi terakhir pas m7? dia menang mpl tpi di ayam”in tim luar, sedangkan ae yg runner up malah bantai” tim luar",md emang ada perbedaan lu liat aja onic di lokal emang ganas banget pas s tpi terakhir pas m dia menang mpl tpi di ayamin tim luar sedangkan ae yg runner up malah bantai tim luar,md emang ada perbedaan lu liat aja onic di lokal emang ganas banget pas s tpi terakhir pas m dia menang mpl tpi di ayamin tim luar sedangkan ae yg runner up malah bantai tim luar,"['md', 'emang', 'ada', 'perbedaan', 'lu', 'liat', 'aja', 'onic', 'di', 'lokal', 'emang', 'ganas', 'banget', 'pas', 's', 'tpi', 'terakhir', 'pas', 'm', 'dia', 'menang', 'mpl', 'tpi', 'di', 'ayamin', 'tim', 'luar', 'sedangkan', 'ae', 'yg', 'runner', 'up', 'malah', 'bantai', 'tim', 'luar']","['md', 'emang', 'ada', 'perbedaan', 'lu', 'liat', 'saja', 'onic', 'di', 'lokal', 'emang', 'ganas', 'banget', 'pas', 's', 'tapi', 'terakhir', 'pas', 'm', 'dia', 'menang', 'mpl', 'tapi', 'di', 'ayamin', 'tim', 'luar', 'sedangkan', 'ae', 'yang', 'runner', 'up', 'malah', 'bantai', 'tim', 'luar']",Non-Toxic
BTR membuat penonton MPL ID suka karena bisa memecahkan WS ONIC dan gagal untuk menjadi Liga tani,BTR membuat penonton MPL ID suka karena bisa memecahkan WS ONIC dan gagal untuk menjadi Liga tani,btr membuat penonton mpl id suka karena bisa memecahkan ws onic dan gagal untuk menjadi liga tani,"['btr', 'membuat', 'penonton', 'mpl', 'id', 'suka', 'karena', 'bisa', 'memecahkan', 'ws', 'onic', 'dan', 'gagal', 'untuk', 'menjadi', 'liga', 'tani']","['btr', 'membuat', 'penonton', 'mpl', 'id', 'suka', 'karena', 'bisa', 'memecahkan', 'ws', 'onic', 'dan', 'gagal', 'untuk', 'menjadi', 'liga', 'tani']",Toxic
Ya Allah senang banget sumpah penantian panjang bigetropers akhirnya terbayarkan juara mpl juga😭🫶❤️🔥,Ya Allah senang banget sumpah penantian panjang bigetropers akhirnya terbayarkan juara mpl juga,ya allah senang banget sumpah penantian panjang bigetropers akhirnya terbayarkan juara mpl juga,"['ya', 'allah', 'senang', 'banget', 'sumpah', 'penantian', 'panjang', 'bigetropers', 'akhirnya', 'terbayarkan', 'juara', 'mpl', 'juga']","['ya', 'allah', 'senang', 'banget', 'sumpah', 'penantian', 'panjang', 'bigetropers', 'akhirnya', 'terbayarkan', 'juara', 'mpl', 'juga']",Non-Toxic
"Baru season lalu aku dukung BTR eh season ini juara, LESGO BTR AMBIL PIALA MSC ITU❤❤",Baru season lalu aku dukung BTR eh season ini juara LESGO BTR AMBIL PIALA MSC ITU,baru season lalu aku dukung btr eh season ini juara lesgo btr ambil piala msc itu,"['baru', 'season', 'lalu', 'aku', 'dukung', 'btr', 'eh', 'season', 'ini', 'juara', 'lesgo', 'btr', 'ambil', 'piala', 'msc', 'itu']","['baru', 'season', 'lalu', 'aku', 'dukung', 'btr', 'eh', 'season', 'ini', 'juara', 'lesgo', 'btr', 'ambil', 'piala', 'msc', 'itu']",Non-Toxic
"Sebagai suporter onic..

Akhirnya ad juga yg bisa melampaui..🙏
Bukan fight yg mudah tpi anda2 menyajikan grand final yg berkualitas...
Salut buat kdeua tim

Congratulation buat BTR...

Next perjuangan masih berlanjut, harumkan nama bangsa bersma...☺️☺️

Indonesia bisa....",Sebagai suporter onic Akhirnya ad juga yg bisa melampaui Bukan fight yg mudah tpi anda menyajikan grand final yg berkualitas Salut buat kdeua tim Congratulation buat BTR Next perjuangan masih berlanjut harumkan nama bangsa bersma Indonesia bisa,sebagai suporter onic akhirnya ad juga yg bisa melampaui bukan fight yg mudah tpi anda menyajikan grand final yg berkualitas salut buat kdeua tim congratulation buat btr next perjuangan masih berlanjut harumkan nama bangsa bersma indonesia bisa,"['sebagai', 'suporter', 'onic', 'akhirnya', 'ad', 'juga', 'yg', 'bisa', 'melampaui', 'bukan', 'fight', 'yg', 'mudah', 'tpi', 'anda', 'menyajikan', 'grand', 'final', 'yg', 'berkualitas', 'salut', 'buat', 'kdeua', 'tim', 'congratulation', 'buat', 'btr', 'next', 'perjuangan', 'masih', 'berlanjut', 'harumkan', 'nama', 'bangsa', 'bersma', 'indonesia', 'bisa']","['sebagai', 'suporter', 'onic', 'akhirnya', 'ad', 'juga', 'yang', 'bisa', 'melampaui', 'bukan', 'fight', 'yang', 'mudah', 'tapi', 'anda', 'menyajikan', 'grand', 'final', 'yang', 'berkualitas', 'salut', 'buat', 'kdeua', 'tim', 'congratulation', 'buat', 'btr', 'next', 'perjuangan', 'masih', 'berlanjut', 'harumkan', 'nama', 'bangsa', 'bersma', 'indonesia', 'bisa']",Non-Toxic
ga sia-sia pindah haluan dari yg awalnya dukung geek sekarang jadi bagian dari btr ya HERTOD😊 keren sukses selalu😊,ga siasia pindah haluan dari yg awalnya dukung geek sekarang jadi bagian dari btr ya HERTOD keren sukses selalu,ga siasia pindah haluan dari yg awalnya dukung geek sekarang jadi bagian dari btr ya hertod keren sukses selalu,"['ga', 'siasia', 'pindah', 'haluan', 'dari', 'yg', 'awalnya', 'dukung', 'geek', 'sekarang', 'jadi', 'bagian', 'dari', 'btr', 'ya', 'hertod', 'keren', 'sukses', 'selalu']","['tidak', 'siasia', 'pindah', 'haluan', 'dari', 'yang', 'awalnya', 'dukung', 'geek', 'sekarang', 'jadi', 'bagian', 'dari', 'btr', 'ya', 'hertod', 'keren', 'sukses', 'selalu']",Non-Toxic
"Analisa hertod emang juara siih, channel nya daging semua tiap bahas final match suatu pertandingan",Analisa hertod emang juara siih channel nya daging semua tiap bahas final match suatu pertandingan,analisa hertod emang juara siih channel nya daging semua tiap bahas final match suatu pertandingan,"['analisa', 'hertod', 'emang', 'juara', 'siih', 'channel', 'nya', 'daging', 'semua', 'tiap', 'bahas', 'final', 'match', 'suatu', 'pertandingan']","['analisa', 'hertod', 'emang', 'juara', 'siih', 'channel', 'nya', 'daging', 'semua', 'tiap', 'bahas', 'final', 'match', 'suatu', 'pertandingan']",Non-Toxic
